chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
0.7084298729896545,0.7503929138183594,0.8689749836921692,0.9748080372810364,1.0,0.8814207911491394,0.8179238438606262,0.7175455093383789,0.7568026185035706,0.7465288043022156,0.6025100946426392,0.6147064566612244,8.29435248306254e-06,930.0298628371304,1494.7741130154623,2312.5,0.05908203125,-576.5662841796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
